attributes.WiFi,attributes.GoodForKids,attributes.RestaurantsPriceRange2,attributes.RestaurantsTakeOut,stars,attributes.RestaurantsDelivery,categories,business_id,postal_code
free,False,3,True,3.0,False,"Restaurants, Hot Pot, Chinese",H3VIURIYMqG6aoqosRKSFA,V6X 2H6
free,True,2,True,3.5,False,"Chinese, Dim Sum, Seafood, Restaurants",RdFbbpFq3ly-2R_CaLXXsg,V6X 1L5
free,True,2,True,3.5,True,"Food, Restaurants, Pizza, Vegan, Vegetarian, Italian",ij4oi-cUXl0ESizFEFqvrw,V5N 2T4
no,True,2,True,2.0,False,"Japanese, Restaurants",z8AAZUY2eN1w0UQVNtFZ5A,V3B 5R5
no,True,1,True,4.0,False,"Restaurants, Vietnamese, Food",0KBrZxK-GyNviB4Dni9mKA,V3B 5Y9
free,True,2,True,4.0,True,"Indian, Restaurants",nTi01i7ueZFtB8Sm-DD5rQ,V3B 6P2
free,True,2,True,3.5,True,"Vietnamese, Restaurants",YdFmI972fB1Ss1nUhqwurg,V7V 1L4
free,True,2,True,4.5,True,"Restaurants, Vegetarian",oXroAk-P-_jNceZ_rR3SIw,V3W 3M9
free,True,2,True,4.0,False,"Japanese, Noodles, Ramen, Restaurants",lGoiACOWVP9Icf2E04sDDw,V5C 2J5
free,True,2,True,4.0,True,"Desserts, Sandwiches, Vietnamese, Coffee & Tea, Food, Soup, French, Restaurants",JacdvNp5MjIrn3LNnjQ02A,V6X 0M6
no,True,2,True,4.0,True,"Restaurants, Sushi Bars, Japanese, Salad",DqjYN3cV72OFPP1m0NW12g,V7M 2E7
free,True,2,True,4.0,False,"Food, Vegetarian, Coffee & Tea, Cafes, Shopping, Fashion, Vegan, Fitness & Instruction, Active Life, Cardio Classes, Personal Shopping, Restaurants, Gyms",m0_G6-wN_jrcfu-BUBzM0A,V6J 1N3
free,True,2,True,2.5,True,"Food Stands, Fast Food, Burgers, Breakfast & Brunch, Restaurants",mOVjO58MuUWGkTZdNznwDw,V5X 0C4
free,True,2,True,3.5,True,"Japanese, Sushi Bars, Restaurants, Seafood",mj2f94MvQxu3koaYHE92EQ,V7M 3J9
free,True,2,True,3.5,False,"Breakfast & Brunch, Sandwiches, Restaurants, Cafes",3m9xLM-fPPpOm7eSawj3PQ,V5N 4E8
free,False,2,True,4.0,False,"Bars, Cafes, Lounges, Nightlife, Pubs, Restaurants, Canadian (New), Tapas Bars",iV8i_ZXXBj1JTqFrJfleQw,V6B 2J2
free,True,2,True,3.5,True,"Internet Cafes, Bakeries, Pizza, Food, Desserts, Coffee & Tea, Restaurants",V2MqBu1-l3PNISA2BkvLSw,V6J 3Y2
free,False,2,True,3.0,False,"Gastropubs, Music Venues, Nightlife, Arts & Entertainment, Restaurants, Bars, Burgers, Pubs",LziFVCriy7E3PpwpiGgjmw,V6K 2E4
no,True,2,True,4.5,False,"Breakfast & Brunch, Food, Patisserie/Cake Shop, Bakeries, Restaurants, Waffles",A2LlypupTsAZLHrkja_E6w,V6J 1H6
free,False,2,True,3.5,True,"Food, French, Venues & Event Spaces, Cafes, Event Planning & Services, Restaurants, Sandwiches, Caterers, Coffee & Tea",VAaiyvD_9KMcg8BYaPX3OQ,V6C 1P7
free,True,1,True,4.0,False,"Sandwiches, Cafes, Coffee Roasteries, Salad, Breakfast & Brunch, Coffee & Tea, Food, Restaurants",GzDU6dVNoowb6jmjbpqN_Q,V6J 1G5
no,True,2,True,3.0,False,"Restaurants, Dim Sum, Seafood, Chinese",FMXoMkB2R2afQc2fQaXP1w,V5E 0A6
free,True,1,True,4.0,True,"Food, Sandwiches, Vietnamese, Restaurants, Coffee & Tea",bLpBq0FlNmKH3UO1Ms0vSQ,V6Z 2R6
free,True,2,True,4.0,False,"Restaurants, Bakeries, Food, Comfort Food, Coffee & Tea",XKA9CyLpVBgsmR4rXHaqrA,V5Z 1S8
free,True,2,True,4.0,False,"Restaurants, Sandwiches, Bistros, French, Breakfast & Brunch",di-gJnE-hSUHUgzg_PdbqQ,V5C 2H9
free,True,1,True,2.5,False,"Donuts, Coffee & Tea, Sandwiches, Food, Restaurants",eCCzuCx5_-W8h0rKeR6KSA,V6B
free,True,2,True,4.0,True,"Restaurants, Breakfast & Brunch, Diners, Canadian (New), Burgers, American (Traditional)",uonaIMF0GOLC8UzKR3IaQA,V5T 1W1
free,False,2,True,3.5,False,"Wedding Planning, Venues & Event Spaces, Restaurants, Seafood, Breakfast & Brunch, Canadian (New), Event Planning & Services, Caterers",jQPxfRQADN_mtUVVIOmvfg,V6J 5L1
no,True,2,True,3.5,True,"Ethnic Food, Sushi Bars, Japanese, Specialty Food, Food, Restaurants",vdumnVKnXxDNzTPU9PNbVQ,V3J 1N7
no,True,1,True,4.0,False,"Imported Food, Pakistani, Bakeries, Ethnic Food, Food, Indian, Specialty Food, Restaurants",MKRd7jkw2Bx_UxvvKRYP9g,V3W
no,True,2,True,3.5,False,"Restaurants, Asian Fusion, Korean",M7n5IggQx5SkmtuVTZI3wQ,V3K 3V8
free,True,2,True,3.5,False,"Restaurants, Chinese, Seafood, Food, Ethnic Food, Sandwiches, Dim Sum, Specialty Food",UAcbpL0tF-URY0yKlLw6ow,V5V 3N9
free,True,1,True,2.5,False,"Breakfast & Brunch, Restaurants, Donuts, Food, Coffee & Tea",M1kP4u3OmtUEW_9ob8ZH7A,V6K 2H3
free,True,2,True,4.0,True,"Vegan, Restaurants, Salad, Ice Cream & Frozen Yogurt, Pizza, Food",bb2yORNNEc22UH17ei7ntw,V6A 2V1
no,True,2,True,3.5,False,"Bakeries, Coffee & Tea, Food, Restaurants, Cafes",KFG7Pf_Pt-hRSirdwrz-IA,V6N 2G5
free,True,1,True,3.0,True,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",iElDFWGLg4DYc6VjmoHXiA,V6K 1K8
no,True,1,True,4.5,False,"Food Court, Chinese, Restaurants, Food Stands",oLDRZm0e5IyuOqG2gqM44A,V6X 3X9
free,True,1,True,3.5,True,"Breakfast & Brunch, Restaurants, Cafes, Chinese",ikhmu8yxI9qnfuu8lnU5vQ,V5P 3V1
free,True,2,True,3.5,False,"Creperies, Restaurants, Breakfast & Brunch, Cafes, Diners, Modern European",5OCrBYjZbHff3VtVRf1VMg,V5Z 2W4
free,True,1,True,3.0,True,"Noodles, Sandwiches, Burgers, Restaurants, Chinese",jyjElVWufWjLR3qUDJ7RKQ,V5C 2K6
free,True,1,True,4.5,True,"Cafes, Bakeries, Food, Comfort Food, Restaurants",oSRxJSXssqOAAVlF1DS0Zg,V6S 0B9
free,False,2,True,3.5,True,"Canadian (New), Nightlife, Cocktail Bars, American (New), Food, Restaurants, Food Delivery Services, Cheesesteaks, Burgers, Bars",f7Sr6NKUtQYCZZSvYiNvtA,V6B 1R2
no,True,1,True,4.0,True,"Restaurants, Food Stands, Food, Burgers, Food Trucks",0xVb0Rus70qKqngJ3oLJUw,V6C 1X6
free,True,2,True,3.5,False,"Restaurants, Breakfast & Brunch",PpPVbWqcPaUbtnWIYTcMsQ,V6K 3E6
no,True,2,True,3.5,False,"Restaurants, Japanese, Sushi Bars",EN-e560Uy07yf6uOXv301g,V5R 5K6
free,True,1,True,4.0,False,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Desserts, Sandwiches",dputIHq0k3FhU4-w0j0otQ,V3M 6V4
free,True,2,True,2.5,False,"Breakfast & Brunch, Canadian (New), Burgers, Restaurants",885u-ztkE5Y0pyIlB7p5xg,V3R 4G6
free,False,2,True,3.0,False,"Restaurants, American (New), Canadian (New)",sLBJg33T9LfeKmq-FKxssg,V5T 3E4
no,True,2,True,3.5,True,"Bakeries, Food, Restaurants, Food Stands",JfC4A8uJXxdVBuK1hCcJLw,V6H 3R9
free,True,2,True,3.5,True,"Sushi Bars, Japanese, Restaurants",Iglc-ObReFZLKEzdKMZbXg,V3W 3N5
free,True,2,True,4.5,False,"Sandwiches, Food, Delicatessen, Restaurants, Education, Herbs & Spices, Cafes, Cooking Schools, Delis, Event Planning & Services, Specialty Schools, Caterers, Specialty Food",XAml4XXnE1a6RZuGmxpbiA,V6B 2L3
no,True,1,True,4.0,False,"Japanese, Sushi Bars, Restaurants",P_saBktP7iejcASy6FIe7w,V7J 2A2
no,True,1,True,4.0,False,"Restaurants, Soup, Vietnamese",phni7Bl1VxVUvXXe61-uTg,V3N 1B1
no,False,2,True,3.5,True,"Fast Food, Comfort Food, Restaurants, Nightlife, Bars",DP0wh5OH8KTe2N8j1nUfHQ,V6B 0R3
free,True,1,True,2.5,True,"Burgers, Fast Food, Coffee & Tea, Food, Restaurants",mFwAK9w_Q7n9VlsS0Cgcgg,V3C 6K5
no,True,1,True,3.5,True,"Restaurants, Donairs, Food, Greek, Pizza",Lkyq5yUrzoCpvzpZd_kJlQ,V6H 1H6
no,True,1,True,3.0,True,"Restaurants, Chinese",BvMaOYQviIrOEx3IAz9jLw,V3H 4H2
free,False,3,True,4.0,True,"Wine Bars, Nightlife, Canadian (New), American (New), French, Bars, Event Planning & Services, Restaurants, Tapas Bars, Venues & Event Spaces",kZN_-zju67rEQVUSaewRhA,V6B 2X6
no,True,2,True,4.0,True,"Restaurants, Breakfast & Brunch",QmkGDL-8zexdKV3Xcn8ZYg,V6Z 2Y3
free,True,2,True,4.0,True,"Indian, Restaurants",eqpBdNm-UtMIsodfxLU7MA,V6E 1B2
free,True,3,True,4.0,True,"Restaurants, Bars, Italian, Nightlife, Wine Bars",ZjFTVTIwPjwwva3DzNGsew,V6E 1Z8
no,True,1,True,2.5,False,"Restaurants, Chinese, Steakhouses",G2J_7cGsJ75v65bZE31iDw,V6X 1A7
no,True,2,True,3.5,False,"Japanese, Restaurants, Sushi Bars",xggIfs5oKK9UCTLL0C5axA,V5B 1R7
no,True,1,True,4.0,False,"Restaurants, Japanese, Sushi Bars",S6P8Ij8-at3FOHnz2X_h0g,V7V 1J4
free,True,2,True,4.0,True,"Restaurants, Hot Pot, Taiwanese, Asian Fusion",s-pr9ng_rj17x0r_YlXp9g,V6X 2A4
free,True,1,True,3.5,False,"Taiwanese, Food, Restaurants",Fu5aEB2vLHMWUmHHh68r0w,V5P 3Y8
free,True,1,True,2.5,False,"Cafes, Restaurants, Taiwanese, Chinese",vaI9gd08Rv5qGGx4E5gySA,V5H 4V2
no,True,2,True,3.0,True,"American (Traditional), Burgers, Restaurants, Fast Food",mbXdf7JYd8bswptJ3Ye52Q,V5Y 1P5
no,True,2,True,4.5,False,"Bakeries, Food, Cafes, Restaurants, Coffee & Tea",YKwslU27SRfzgpAPV6UxUg,V5V 3R1
free,False,2,True,3.0,True,"Korean, Restaurants, Chicken Wings, Bars, Nightlife",QVlOhxYB33MNHKtNPet9fw,V6G 1C8
free,True,2,True,3.5,False,"Sushi Bars, Soup, Japanese, Restaurants",ZgSMmhoDxntv1vjGPlqcLA,V7T 1B8
free,True,2,True,3.5,True,"Restaurants, Malaysian, Hong Kong Style Cafe, Chinese",dDvgEm3PCCEiRfmxlufOmA,V6X 3J3
free,True,1,True,4.0,False,"Restaurants, Vietnamese, Noodles",LGR2I6Nfzo_2Za901e9v5g,V5J 3J4
no,True,2,True,3.5,False,"Shopping, Grocery, Specialty Food, Meat Shops, Halal, Food, Middle Eastern, Restaurants",UcQDBeGK_g_rSvfSkm2RCA,V5V 3R1
free,True,2,True,3.5,False,"Restaurants, Chinese, Seafood, Dim Sum",4o3gJ9wysyQwU10QJQTxPg,V3B 2H6
free,True,2,True,4.0,False,"Restaurants, Food, Desserts, Japanese, Cafes",VECCQMciCK3mK1EFcC4P4g,V5R 6C9
free,True,2,True,3.5,False,"Restaurants, Chicken Shop, Chicken Wings, Fast Food, Breakfast & Brunch",vYYnRW671uA7OKoS0wuALA,V3B 7K1
free,True,2,True,3.5,True,"Restaurants, Japanese, Hawaiian",FlvK_uBGhEuhq0g9FD3ThA,V5V 0B3
no,True,2,True,3.5,False,"Greek, Restaurants",Zly6s0jKPSLbRcvjxaj3yg,V6H 3S2
free,True,2,True,3.5,False,"Restaurants, Food, Chinese, Noodles",2nBr7JSUP3pMdUD9VLI5sA,V5X 1B3
free,True,2,True,2.5,False,"Chinese, Restaurants",NzOeBkZr1Zd0XJ-rBihADQ,V6Y 2B8
no,True,1,True,3.5,True,"Restaurants, Pizza, Food Delivery Services, Food",WEa-B2sjwWD984ZiymnmQQ,V6H 2V2
no,True,2,True,4.0,True,"Restaurants, Japanese",v1SXL8kxvZ31HABeHvtgzA,V6Z 2B7
free,True,2,True,2.5,False,"Restaurants, Cafes, Food, Coffee & Tea",cGptEAdKVuYUVKV-CV99hQ,V7T 2Y1
free,False,2,True,2.5,False,"Vietnamese, Restaurants",lqKJxvqwNVcfulH09MEFmw,V7B 0A5
free,True,1,True,2.5,True,"Pizza, Restaurants",_MWduI6DKnLYgvpq19kfWg,V6Z 1A1
free,True,2,True,3.5,True,"Japanese, Sushi Bars, Bars, Korean, Food Court, Restaurants, Nightlife",Qm9XPU79HfyM9ucqJkBPFg,V6B 1S5
free,True,2,True,3.5,True,"Chinese, Restaurants",UqXaDDqKv2x3dZ4_tX9wbg,V6X 3Z9
no,True,1,True,3.5,True,"Restaurants, Pizza",WsBJnjMAy2KOIE9InQupug,V5N 4A7
free,True,2,True,3.5,True,"Italian, Restaurants",sDAy4gSPMi0NXKZNpbcWFg,V5C 2H8
no,True,2,True,3.5,True,"Malaysian, Restaurants, Thai",97bRgPaMT2ZmqGOEtFbXWw,V7E 4R7
free,True,2,True,2.5,False,"Restaurants, Fast Food, Burgers",x0HnyJq3UqtZ8KlKkIPP5Q,V3R 7C1
free,False,2,True,3.0,False,"Seafood, Cajun/Creole, Live/Raw Food, Southern, Restaurants",p3N67zgxmRsEyiO2S16aZw,V6E 2E9
no,True,2,True,2.5,True,"Restaurants, Chinese",xly7VqTnCnBD_bxvRQ6qFg,V5G 3G1
free,True,2,True,4.0,False,"Cafes, Coffee & Tea, Restaurants, Food",G-Ugj0M9x_-nL_t2yLUk3w,V5L 3X2
free,True,2,True,4.0,True,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches",vRzIRuOmxoqz0uSIDSYdfw,V5C 2J4
no,True,2,True,3.5,True,"Indian, Pakistani, Middle Eastern, Restaurants",cBhHrLWnn-jNq5zHoMNkhA,V6K 1R1
no,True,2,True,4.0,False,"British, Seafood, Diners, Restaurants",tbV0c_vYPCazF2EDf1VJxA,V6R 2J1
no,True,3,True,4.5,True,"Italian, Restaurants",DkKH_q0_vdWSWZwFhPFLZw,V6G 3E4
no,True,1,True,3.0,False,"Breakfast & Brunch, Burgers, Restaurants",yMjSR4KEagyWvAnxSw4GHg,V5X 2S3
free,False,2,True,3.5,False,"Restaurants, Irish, Canadian (New), Pubs, Bars, Nightlife",JiWMDZKt-2firk2bYrwiyA,V6Z 1K3
free,True,2,True,3.5,True,"Sushi Bars, Restaurants, Japanese",KNXWKB7VZFt-AKK_WUiaaQ,V3W 1P6
free,True,1,True,4.0,False,"Taiwanese, Food, Restaurants, Bubble Tea",BzFpypYvh7RM7hiks7iRvA,V7P 3T2
free,True,1,True,3.0,True,"Taiwanese, Bubble Tea, Food, Asian Fusion, Restaurants, Chinese",M5RlVOgA8OTY29RJa7ZsjA,V6X 1L5
no,True,2,True,4.0,False,"Japanese, Restaurants, Sushi Bars",tDhDkwWlAMgE066coVuMRw,V5C
free,False,2,False,2.0,False,"Cafes, Restaurants, Canadian (New), American (New)",4FJSU0eLE7mPzOc7GpvNXQ,V6Z 1M4
free,False,2,True,3.5,True,"Seafood, American (New), Restaurants, Event Planning & Services, Canadian (New), Venues & Event Spaces, Lounges, Wedding Planning, Bars, Tapas/Small Plates, Nightlife",lI_MtIincsGqUGMmvzEZRw,V6B 2T5
no,True,2,True,3.5,False,"Restaurants, Japanese, Sushi Bars",FkzUkjxk8GmMz16s0ghyzA,V6E 1C6
no,True,2,True,4.0,False,"Seafood, Specialty Food, Fish & Chips, Restaurants, Seafood Markets, Food",d5c01xr0_XVaMlGvmxj8pQ,V6J 1E8
no,True,1,True,3.5,False,"Noodles, Specialty Food, Ethnic Food, Chinese, Food, Restaurants",DqxAArHOssu55PBlh7A5Wg,V6X 1A7
free,False,2,True,4.0,False,"Pubs, Nightlife, Bars, American (Traditional), Restaurants",MWerlIaV9pIcFpWsrtC-cg,V6B 2M8
free,True,1,True,2.5,True,"Burgers, Fast Food, Restaurants, Food, Coffee & Tea",w6VnEm6RPDGpiR0rLYH02A,V6G 1V9
free,True,2,True,4.0,True,"Juice Bars & Smoothies, Restaurants, Vegetarian, Gluten-Free, Food",jlGYkFdCUuQPad13uJ_4ag,V7H 2Y4
no,True,1,True,3.5,False,"Filipino, Chinese, Restaurants, Bakeries, Food, Dim Sum",kcVBA73bF0Wv2de0mUQoug,V3T 4Y8
free,True,2,True,4.0,True,"Food, Japanese, Restaurants, Specialty Food, Sushi Bars, Ethnic Food",GOTYtiGZ1fxE3jw6_7R0yg,V5Z 1A6
free,True,1,True,2.5,True,"Burgers, Restaurants, Fast Food, Coffee & Tea, Food",5l7nJlN5zeeaO-VsyaMdBQ,V5N 2T2
no,True,1,True,4.0,False,"Vietnamese, Sandwiches, Restaurants",AZaSqdPoPvsfTDnAMeoOkw,V6A 2V4
free,True,1,True,2.0,True,"Breakfast & Brunch, Fast Food, Burgers, Restaurants",CSXPqFn64hpPHgzeBxTsQw,V6X 0A8
no,True,1,True,4.0,False,"Desserts, Specialty Food, Food, Chinese, Ethnic Food, Restaurants, Imported Food",lQlJvXi19RJs_q4xR6gcNg,V6X 3L7
no,True,2,True,4.0,True,"Vietnamese, Restaurants, Asian Fusion, Coffee & Tea, Food",LqzeN5HH6K1KXI6PsKdN4g,V6J 1M7
free,True,2,True,3.0,False,"Restaurants, Pubs, Nightlife, Bars, Canadian (New), American (New)",sB27i1ogpyH9BBVA12Wc1w,V6X 1A3
free,True,2,True,3.0,True,"Restaurants, Sushi Bars, Food Delivery Services, Japanese, Food",E_c6KTuHbTIhNE6wHrKl9A,V5H 2E2
free,True,1,True,3.5,True,"Vietnamese, Sandwiches, Food, Restaurants, Bubble Tea",Z4CPErQx05QWbgxXmBJpZg,V6P 4Z4
no,True,1,True,3.5,True,"Food, Restaurants, Ice Cream & Frozen Yogurt, Fast Food",b-Nou3a6fFFoPKsYnUom9A,V5T 3G2
no,True,2,True,3.0,True,"Restaurants, Indian",bKqXitU3ZQeds_AJQxlUDA,V6X 2T9
free,True,2,True,4.5,True,"Sandwiches, Pizza, Restaurants, Indian",cuWFgQji03D6Qfzm9LsxBg,V5A 4H7
free,False,2,True,2.5,True,"Nightlife, Bars, Music Venues, Arts & Entertainment, Sports Bars, Canadian (New), Restaurants",rAuKUf86OS4bV8YtzCLpKA,V6K 2H3
free,True,1,True,2.0,True,"Pizza, Restaurants",F7m1sYhb6cF3el_jgw7FWg,V5T 1W2
free,True,2,True,3.0,True,"Restaurants, Vegan, Asian Fusion, Salad, Fast Food, Vegetarian, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Food, Gluten-Free",9M0fMCFxHpROv_VaUNvMmw,V5M 0C4
free,True,1,True,3.5,True,"Vietnamese, Restaurants",_3EFs4CB9DXiKWv6a4RhwQ,V7L 4T4
free,True,2,True,3.0,False,"Japanese, Sushi Bars, Restaurants",cLVwhzVhNdF-5sM56p3ODQ,V6X 4A7
free,True,1,True,4.0,False,"Cafes, Restaurants, Bakeries, Food, Coffee & Tea",K1wzSKFgfYXy9C2nGA0bmw,V5T 1C3
no,True,1,True,3.0,True,"Vietnamese, Ethnic Food, Food, Specialty Food, Restaurants",tPe5JBjVRbZ8MXR7Tl8jaA,V6H 1E6
free,True,2,True,3.0,True,"Pakistani, Indian, Middle Eastern, Restaurants",FKRIAXFVh-8Rm0nS6dzGyA,V7V 1A6
free,True,2,True,3.5,True,"Restaurants, Tapas Bars, Japanese, Food, Beer, Wine & Spirits, Tapas/Small Plates, Ramen, Asian Fusion",2UAmjQgLdVFqmPRvrDA2PA,V6B 1V8
free,True,1,True,3.5,True,"Restaurants, Pizza",aSA-Wku5H1aGHZi444qmIQ,V6R 4N6
free,True,2,True,3.5,True,"Restaurants, Italian, Pizza",JibdRgu1SIV79kRarfbQTQ,V5B 4A1
free,False,2,True,4.0,True,"Restaurants, Coffee & Tea, Sandwiches, Food",ucjQE-xUHQrGFNx_1BDZ0A,V6C 3K4
free,True,2,True,4.0,True,"Restaurants, Cafes, Bakeries, Sandwiches, Food",QKnRngxSLkD6VdHphaz18g,V6Z 3E2
free,True,2,False,3.0,False,"Restaurants, British, Seafood",bR0Mfq3RLOBz1R403DC6vg,V7M 3K7
free,True,1,True,4.5,False,"Restaurants, Sandwiches, Delis, Food, Bakeries, Coffee & Tea, Grocery",-OPJmI98OfSf9mNHC_VLYA,V6A 2C4
no,True,2,True,4.0,True,"Desserts, Specialty Food, Food, Indian, Restaurants",8u3gHJhY8YTy5jd8fbiZdQ,V3W 4E1
free,False,2,True,3.5,False,"Cocktail Bars, Bars, Pubs, Restaurants, Gastropubs, Pizza, Nightlife",j0uomBri39Pf9NED_tPteA,V6C 2R7
free,False,3,False,3.5,True,"Bars, Nightlife, Tapas Bars, Lounges, Restaurants",Gi947_kXfuNiNgKuZFCdkw,V6B 1C1
no,True,2,True,2.0,True,"Sushi Bars, Restaurants, Japanese",UAClOVc95wqtRTQAq4U2Yw,V6E 4A6
free,True,1,True,4.0,True,"French, Poutineries, Fast Food, Restaurants, Food",z-1HXkudDPE4bY1TbCwE8Q,V6E 1N4
no,True,1,True,3.5,True,"Breakfast & Brunch, American (Traditional), Restaurants",efyyF38rmblA6tHRbdHfYQ,V5N 5E5
free,True,1,True,4.0,True,"Donairs, Middle Eastern, Mediterranean, Fast Food, Restaurants, Food, Turkish",E0dEhVkF-2FCfgWU2FBfnA,V6K 2H5
free,True,2,True,3.0,True,"Japanese, Restaurants, Sushi Bars, Soup",OizE9Pu4uE8wt3rPtSYbUw,V5C 2J6
free,False,2,True,4.0,True,"Restaurants, Mexican",ieuUpA1eswgXDAfxp8B42A,V5L 3Y4
free,True,2,True,3.5,True,"Taiwanese, Noodles, Restaurants, Chinese",Ofsa_M0q6oZ7twsgGQ4Vqg,V5G 3H5
free,True,2,True,3.5,False,"Restaurants, Food, Noodles, Chinese",AEOyRbQtYD3bmX1qJWvt4g,V5Z 1E9
no,True,2,True,4.0,True,"Restaurants, Mongolian, Food Court",As07d8IrOEsH-aJg-9EsFw,V6X 0M5
no,True,1,True,4.0,False,"Sandwiches, Bakeries, Food, Restaurants",RxiPusKlkh92t6pmhHf99Q,V6H 3S2
no,True,2,True,4.0,True,"Italian, Restaurants",Pz_y4D0j6RQXjS_JOKQj2g,V3K 3P3
free,True,1,True,3.5,True,"Pizza, Restaurants",8Ac2-f6ovDIY2owK_1-_PQ,V5H 4M1
free,True,2,False,3.0,False,"Restaurants, Fish & Chips",8hIZQ9K-Mwt35PV6d3RpUA,V7B 0A4
free,False,3,True,3.5,True,"French, Restaurants",uuN8Q6Ke6Grn1U0A7ADX9A,V5V 3P2
free,True,4,True,3.5,False,"Restaurants, Chinese, Asian Fusion",-0aOWWsqmzgF18V3PLPnRg,V6E 1T7
free,False,2,True,4.0,False,"Restaurants, Breakfast & Brunch, Lounges, Bars, Nightlife, American (New), Canadian (New)",VNxlp4ktHwwFBcHOOa0GLA,V5V 3P6
free,True,2,True,3.5,True,"Breakfast & Brunch, Sandwiches, Diners, Restaurants",x63Njqk1QbKT3_QawD4IIQ,V6K 2G2
no,True,1,True,3.0,False,"Delis, Hot Dogs, Sandwiches, Restaurants",mz9k22tsUTnTchO76drLzQ,V6H 3R9
free,True,2,True,4.5,False,"Restaurants, Korean",P3pC0tfp--obat6dVASp6g,V3R 7V4
free,True,1,True,3.0,True,"Restaurants, Japanese, Sushi Bars",IUqO5Vn5_qe3Aw0pvzUluA,V3C 3B2
free,True,2,True,3.0,True,"Restaurants, Japanese, Sushi Bars",V9SDw_bLLCMKvgouqGq6-w,V5Z 2W6
free,True,2,True,4.0,True,"Bakeries, Belgian, Food, Restaurants, Breakfast & Brunch",VlV2pcklu5HY32F5MhIgIg,V6B 2B2
free,True,1,True,4.0,False,"Noodles, Vietnamese, Sandwiches, Restaurants",TBZWqZ9s8BO_YMAhouqa-g,V7A 4E7
free,True,1,True,3.5,True,"Gluten-Free, Restaurants, Live/Raw Food, Food, Juice Bars & Smoothies, Vegan",t6HuIdPuTn6ywi1cDLmIeg,V5T 1B1
no,True,2,True,2.5,True,"Thai, Restaurants, Noodles, Asian Fusion",ytNdfZWx3b1u_BdUcSsvdA,V6B 2W2
no,True,2,True,2.0,True,"Food Court, Restaurants, Creperies",kdib46QfquzhSh-iUZx18A,V5H 4N2
free,True,2,True,4.0,False,"Cafes, Italian, Restaurants, Ice Cream & Frozen Yogurt, Gelato, Coffee & Tea, Food",0N9E1acBabh4u4bZ_tcrBw,V6B 2Y5
free,False,2,True,3.5,True,"Beer, Wine & Spirits, Bars, Restaurants, Pubs, Nightlife, Lounges, Food, Canadian (New)",AXMlEVyYXRr6cVEx96TGuw,V3H 2B1
no,True,2,True,3.5,True,"Burgers, Sandwiches, Restaurants, Barbeque, Chicken Wings",U7ZjjJLToVrODZz1pO5oVA,V5C 1R3
free,True,1,True,4.5,True,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food",idua0Nn_eudzgItMS4KX7A,V6G 3J2
free,True,2,True,3.5,True,"Japanese, Restaurants, Sushi Bars",G6JPF3xIyV9XnjLJ73x_gA,V5H 2E8
no,True,2,True,4.5,False,"Pizza, Restaurants, Breakfast & Brunch, Coffee & Tea, Bakeries, Desserts, Food, Waffles",7S4ztwSFQhvHmSXUeywdBg,V5K 2A8
no,True,2,True,4.5,True,"Indian, Restaurants",cp6Bq3-VcearblmgKK1rBQ,V5X 3X6
no,True,3,False,4.0,False,"Tea Rooms, Restaurants, Seafood, Food",kK4imiJdmPKJBgQXoQ_VTg,V6G 1Z4
free,True,2,True,4.0,True,"Restaurants, Halal, Pakistani, Indian",u38nXzbi4_9ggk7lTAsJqQ,V5W 2Z5
no,False,2,False,4.0,False,"American (New), Pizza, Canadian (New), Italian, French, Restaurants, Vegetarian",4J6-dOrrm4sBQypswQ555Q,V5V 3P9
free,False,2,True,4.0,False,"Bars, Nightlife, Breakfast & Brunch, Lounges, Restaurants, Asian Fusion, Dinner Theater",UAYCq0BHeHLYGCEBslpj1g,V6B 6L9
no,True,1,True,3.5,False,"Turkish, Restaurants, Food, Donairs",o31hwBUWBmpkv_PWld7RKA,V5C
free,True,1,True,3.0,False,"Restaurants, Sushi Bars, Japanese",qhCjKuyR7iZL7oXRyalpdg,V6Y 2B6
free,True,1,True,3.5,False,"Cafes, Restaurants, Sandwiches",5TqFVll66nkQiCT-WOunhg,V6T 1Z3
no,True,2,True,3.0,False,"Seafood, Dim Sum, Restaurants, Chinese",JzlX-_eTIPEe2Ntytg1PPw,V5K 4X7
free,True,1,True,5.0,True,"Restaurants, Lebanese, Mediterranean, Middle Eastern, Bakeries, Food, Syrian",K1nbiOrySlw_-XG-3NmErQ,V6B 2G5
no,True,1,True,3.5,True,"Sushi Bars, Japanese, Event Planning & Services, Caterers, Food, Poke, Restaurants",GPWShBLaJZSTkNmRe-EM4w,V5M 1Y9
free,True,2,True,2.5,True,"Restaurants, Sushi Bars",cCQOBcN-Z-EBoK7B3LbuPQ,V5M 2E1
free,True,2,True,2.5,True,"Breakfast & Brunch, American (Traditional), Canadian (New), Diners, Restaurants",DN9j5hAmoRwwJ19LEOxfDQ,V6E 1M3
free,True,1,True,3.0,False,"Waffles, Restaurants, Chinese, Soup, Food, Bubble Tea, Noodles, Coffee & Tea, Juice Bars & Smoothies",-3WdGZdZKHbi8-KorPggtw,V5S 1J9
